"ISN_DOB_BIS_VIOL","BORO","BIN","BLOCK","LOT","ISSUE_DATE","VIOLATION_TYPE_CODE","VIOLATION_NUMBER","HOUSE_NUMBER","STREET","DISPOSITION_DATE","DISPOSITION_COMMENTS","DEVICE_NUMBER","DESCRIPTION","ECB_NUMBER","NUMBER","VIOLATION_CATEGORY","VIOLATION_TYPE"
"2809856","3","3211705","07696","00053","20251114","LBLVIO","14204","3410","AVENUE N",,,"00109562","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO14204","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2806973","3","3073629","03236","00054","20251114","LBLVIO","11321","1487","DE KALB AVENUE",,,"00155691","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO11321","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2797585","1","1004266","00350","00054","20251114","LBLVIO","01933","301","EAST HOUSTON STREET",,,"00164213","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO01933","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2808577","3","3126584","05385","00022","20251114","LBLVIO","12925","570","EAST 2 STREET",,,"00828293","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO12925","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2797796","1","1007300","00486","00036","20251114","LBLVIO","02144","476","BROOME STREET",,,"00166369","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO02144","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2799637","1","1055298","01836","00026","20251114","LBLVIO","03985","13","WEST 100 STREET",,,"00200340","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO03985","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2810571","3","3335129","02023","00001","20251114","LBLVIO","14919","63","FLUSHING AVENUE",,,"00206725","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO14919","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2805388","3","3041033","01514","00005","20251114","LBLVIO","09736","328","CHAUNCEY STREET",,,"00034144","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO09736","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2807621","3","3090638","04087","00003","20251114","LBLVIO","11969","669","MILLER AVENUE",,,"00058740","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO11969","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2813591","4","4196814","09357","00033","20251114","LBLVIO","17939","130-11","90 AVENUE",,,"00071362","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO17939","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2811948","4","4015728","00803","00072","20251114","LBLVIO","16296","23-64","STEINWAY STREET",,,"00067602","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO16296","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2803451","2","2097279","02936","00020","20251114","LBLVIO","07799","644","CROTONA PARK SOUTH",,,"00801679","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO07799","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2809306","3","3166862","06374","00048","20251114","LBLVIO","13654","1962","86 STREET",,,"00065332","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO13654","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2805310","3","3039578","01476","00001","20251114","LBLVIO","09658","559","HOWARD AVENUE",,,"00938085","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO09658","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2815477","5","5043760","02911","00024","20251114","LBLVIO","19825","1901","CLOVE ROAD",,,"00097125","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO19825","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2814054","4","4229846","10725","00082","20251114","LBLVIO","18402","220-31","JAMAICA AVENUE",,,"00062933","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO18402","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2800436","1","1066627","00407","07501","20251114","LBLVIO","04784","214","AVENUE A",,,"00064981","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO04784","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2811999","4","4017779","00847","00065","20251114","LBLVIO","16347","28-13","DITMARS BOULEVARD",,,"00821085","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO16347","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2811223","3","3425883","01899","00024","20251114","LBLVIO","15571","91","FRANKLIN AVENUE",,,"00000177","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO15571","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2800874","1","1085951","00826","00001","20251114","LBLVIO","05222","77","WEST 24 STREET",,,"00072217","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO05222","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2801783","2","2007897","02826","00087","20251114","LBLVIO","06131","1800","GRAND CONCOURSE",,,"00071361","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO06131","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2811110","3","3397278","05778","00001","20251114","LBLVIO","15458","104","58 STREET",,,"00165187","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO15458","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2808500","3","3124427","05331","00062","20251114","LBLVIO","12848","432","CONEY ISLAND AVENUE",,,"00817708","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO12848","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2809759","3","3199766","07352","00032","20251114","LBLVIO","14107","2600","OCEAN AVENUE",,,"00113480","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO14107","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2803620","2","2116552","02683","00045","20251114","LBLVIO","07968","559","SOUTHERN BOULEVARD",,,"00110117","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO07968","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2800546","1","1077932","00576","00025","20251114","LBLVIO","04894","12","WEST 13 STREET",,,"00164903","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO04894","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2804869","3","3031548","01241","00032","20251114","LBLVIO","09217","894","PARK PLACE",,,"00941091","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO09217","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2802576","2","2028675","03923","00026","20251114","LBLVIO","06924","1541","WHITE PLAINS ROAD",,,"00006030","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO06924","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2800119","1","1061141","02053","00068","20251114","LBLVIO","04467","726","ST NICHOLAS AVENUE",,,"00912845","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO04467","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2799983","1","1059583","01967","00173","20251114","LBLVIO","04331","8","CONVENT AVENUE",,,"00028312","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO04331","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2803643","2","2118886","03596","00035","20251114","LBLVIO","07991","715","SOUNDVIEW AVENUE",,,"00163822","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO07991","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2796067","3","3089278","04020","00010","20251114","HBLVIO","00415","2458","PITKIN AVENUE",,,"00031892","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL HGH PRESSURE INSPECTION",,"V111425HBLVIO00415","V-DOB VIOLATION - ACTIVE","HBLVIO-HIGH PRESSURE BOILER                                            BOILER  REQUIRED"
"2814378","4","4297810","15525","00019","20251114","LBLVIO","18726","14-36","BEACH CHANNEL DRIVE",,,"00103570","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO18726","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2815145","4","4623266","10395","00044","20251114","LBLVIO","19493","114-40","FARMERS BOULEVARD",,,"00005224","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO19493","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2815005","4","4538155","15903","00033","20251114","LBLVIO","19353","173","BEACH 60 STREET",,,"00168723","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO19353","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2800221","1","1062137","02082","00001","20251114","LBLVIO","04569","3640","BROADWAY",,,"00064234","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO04569","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2809949","3","3229669","08184","00011","20251114","LBLVIO","14297","176","CONKLIN AVENUE",,,"00063548","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO14297","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2808371","3","3120025","05195","00013","20251114","LBLVIO","12719","1764","NOSTRAND AVENUE",,,"00100413","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO12719","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2798517","1","1020156","00915","00030","20251114","LBLVIO","02865","629","2 AVENUE",,,"00817693","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO02865","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2806419","3","3063467","02447","00008","20251114","LBLVIO","10767","252","SOUTH 4 STREET",,,"00077280","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO10767","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2814471","4","4304450","16212","00033","20251114","LBLVIO","18819","116-02","ROCKAWAY BEACH BOULEVARD",,,"00084366","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO18819","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2807370","3","3081482","03550","00011","20251114","LBLVIO","11718","187","TAPSCOTT STREET",,,"00009173","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO11718","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2809847","3","3210344","07666","00030","20251114","LBLVIO","14195","2703","NOSTRAND AVENUE",,,"00158494","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO14195","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2803241","2","2091019","02282","00045","20251114","LBLVIO","07589","465 S","EAST 137 STREET",,,"00047893","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO07589","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2806543","3","3065446","02605","00017","20251114","LBLVIO","10891","330","CALYER STREET",,,"00073251","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO10891","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2810558","3","3335129","02023","00001","20251114","LBLVIO","14906","63","FLUSHING AVENUE",,,"00115077","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO14906","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2800362","1","1063837","02158","00103","20251114","LBLVIO","04710","565","WEST 187 STREET",,,"00162931","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO04710","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2799001","1","1041326","01385","00016","20251114","LBLVIO","03349","21","EAST 70 STREET",,,"00202950","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO03349","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2798504","1","1019960","00911","00036","20251114","LBLVIO","02852","557","2 AVENUE",,,"00054317","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO02852","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2806953","3","3073199","03220","00001","20251114","LBLVIO","11301","309","KNICKERBOCKER AVENUE",,,"00071356","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO11301","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2812598","4","4065216","02872","00015","20251114","LBLVIO","16946","86-18","58 AVENUE",,,"00088532","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO16946","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2796341","4","4286154","13406","00183","20251114","HBLVIO","00689","179-17","149 AVENUE",,,"00206373","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL HGH PRESSURE INSPECTION",,"V111425HBLVIO00689","V-DOB VIOLATION - ACTIVE","HBLVIO-HIGH PRESSURE BOILER                                            BOILER  REQUIRED"
"2809798","3","3206451","07579","00001","20251114","LBLVIO","14146","3323","AVENUE I",,,"00053680","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO14146","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2806149","3","3059158","02106","00005","20251114","LBLVIO","10497","61","FLATBUSH AVENUE",,,"00084763","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO10497","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2804002","3","3006447","00403","00068","20251114","LBLVIO","08350","83","BUTLER STREET",,,"00068827","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO08350","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2809501","3","3180732","06739","00041","20251114","LBLVIO","13849","1924","AVENUE L",,,"00001965","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO13849","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2796696","2","2015988","03262","00071","20251114","HBLVIO","01044","3646","BAILEY AVENUE",,,"00052533","VIOLATION ISSUED-FAILURE TO FILE 2024 INTERNAL HGH PRESSURE INSPECTION",,"V111425HBLVIO01044","V-DOB VIOLATION - ACTIVE","HBLVIO-HIGH PRESSURE BOILER                                            BOILER  REQUIRED"
"2809318","3","3167814","06406","00043","20251114","LBLVIO","13666","150","BAY 22 STREET",,,"00152886","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO13666","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2804088","3","3008587","00573","00101","20251114","LBLVIO","08436","84","FERRIS STREET",,,"00092210","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO08436","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2805645","3","3048505","01739","00003","20251114","LBLVIO","09993","531","MARCY AVENUE",,,"00042162","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO09993","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2800524","1","1077403","00077","00024","20251114","LBLVIO","04872","88","FULTON STREET",,,"00048961","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO04872","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2811551","4","4005263","00456","00001","20251114","LBLVIO","15899","43-10","10 STREET",,,"00064632","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO15899","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
